labels,address,colors,number_entries,id_entries,lat,lon
81,"Third Avenue North Residence Hall, New York, NY 10003, USA","(0.8095725432949048, 0.5336662732947433, 0.37866275082274226)",285,"['1534817246501-3fe20b7ee038cfff', '1534881782707-3fe7cc937030606e', '1534996870248-3fe84a003f45bcdc', '1535026462181-3fe465c005417e71', '1535330891712-3fcf3e76fa017890', '1535376092755-3fef02f7a7df86c1', '1535937069029-3f97fc055bb09a00', '1536329905978-3fed01539f412cb7', '1536330482807-3fd5620035113c28', '1536514887656-3fc7eb4153fcc47c', '1536543343068-3fcfd60c7f629b9c', '1536543472656-3fd5005fd05db8b0', '1536716794525-3fc6168aaad073d4', '1536892760075-3fec891532b51073', '1536945408018-3feaeb6b9b87ab75', '1537082529121-3fc1715eb6d2d7d0', '1537365762348-3fe329500f157f88', '1537369072159-3fea720ef8b3491d', '1537493812207-3fe7e94ff8ab5a81', '1537494956495-3f765c1302f20c00', '1537497288614-3fec4ef39b8133c8', '1537497773135-3fe15b310949be63', '1537577000394-3fcf2622719889e8', '1537579939970-3fc6a60a99ac7188', '1537913531175-3fefd14bb229e95c', '1537957851193-3fdb2bc7805358c0', '1538014863168-3fd4816c1341e81c', '1538087174187-3fd49c3201746590', '1538095702193-3fe394ed9d3adbb0', '1538127211371-3fe529f01d0cc087', '1538175139740-3fe87675d8a295be', '1538397413622-3fd53bc3d7eaefca', '1538404045022-3fe24e0c5f0723a5', '1538405307572-3fe313580d1e20c0', '1538405839081-3fc729768cab5038', '1538529857950-3fc5e4b12912c6ac', '1538533423765-3fe9ec7e60d827d2', '1539057970784-3fb4b1a7ca11cde8', '1539179436536-3fe0a8ade2fd4f4f', '1539230353283-3fed96eb465af8fa', '1539538846986-3fed3ee640ede08a', '1539542342615-3fd52fb3a6d72dd2', '1539984970029-3fd7c0ba9cc8eb52', '1540827459771-3fe7648b71d2704e', '1541346004303-3fc77052574b31fc', '1542473913782-3fc734fcb128aef4', '1542784432229-3fdcc06d18cdc2d4', '1542919731769-3fcfc6183324ae50', '1543070848432-3fa3d306703a77a0', '1543208532265-3fa4a7e8e63af5f0', '1543670592706-3fc8412f69a6a578', '1543765796353-3fe3497364afb3e7', '1544016496445-3fd0d94e0e14113c', '1544036197928-3fdba9910e4dc8c4', '1544422127298-3fe21422ed1c1933', '1544424383249-3fecde03cefa26dc', '1544424537577-3fe4463a9e20bef3', '1544426675959-3fcd954123d18218', '1544427943169-3fd7af398bfd33d4', '1544428593926-3fcc0ce1f087a3e8', '1544762733734-3febcd4601fefb2f', '1544763085375-3fbeacc196b95980', '1544947026514-3fe2aac50a87184c', '1545098039814-3fe6d12fa9a5a5e7', '1545160319013-3fe1183afbd8c172', '1545163621325-3fd61b502269134c', '1545249714513-3fca1a4b93873478', '1545327053384-3fd83d9b50ff0eb8', '1545329408946-3fefe54f6f6b9f68', '1545330395803-3fc77f0958560598', '1545330630668-3fe96368796a0317', '1548568547999-3fec6d4565630fdf', '1548693845647-3fcb7af01af05b9c', '1548741762049-3fe5a544322ef562', '1548820554636-3fd1c21366824e1a', '1548821936843-3fe43225517c4380', '1549071590224-3fc8c3c6cbfdf7cc', '1549115043220-3fe2e807c2db2756', '1549116370519-3fd497233d14898e', '1549208463206-3fde615ed907c644', '1549223449260-3fec3c469d15e3e3', '1549260966694-3fd762ebbdf1c56a', '1549266813618-3fd9f431a6002f58', '1549734913262-3fb6d53d3c598ad8', '1549736358697-3fd97f60568b33ac', '1549808648191-3fc1c9907d60c7f8', '1549898428372-3fe4b2e22bc318ac', '1549945093334-3f9246e06e52b840', '1549945407171-3fdd2128b9163eca', '1549946442274-3fe48f0659c8da1a', '1549947901337-3fe7747b2bc100a6', '1550107668841-3fe0ba2591aeaf98', '1550168612297-3fe363df85e4cf84', '1550261022156-3fd80b28c3d1f596', '1550348162187-3fe649b8eb8cac02', '1550358829388-3fceb8648858f218', '1550378211061-3fd2c768593cbc36', '1550420779398-3fe0352799f27fc0', '1550420949590-3fe1aab6154ffffe', '1550425912176-3fe8f588a9ee84e4', '1550458607744-3fe0869fdee94f94', '1550458865128-3fdc6db3ede9bda6', '1550494081903-3fe4c76f02a2c6d5', '1550503223346-3f753557b3711b00', '1550528496937-3fe62594a65b93fe', '1550674492593-3fe6e74668e71ffb', '1550678776907-3fe3835f1265ceab', '1551108696587-3fd631112b8a8a12', '1551122231672-3fe3ad1f5b30fa56', '1551152675877-3fb8e028dc5d8f18', '1551241834289-3fe9c97d70082c32', '1551375714158-3fe1a20c4ca621c2', '1551409742881-3f9833edd36b3dc0', '1551416391697-3fa351fbcfdf2ef0', '1551721778676-3fc5c2b399058e60', '1551850148751-3fe8e3e1efbc9cee', '1551886156643-3fddcdb6ae1bc456', '1551977878801-3fe539f26591e514', '1552074203795-3fbcd8600320be08', '1552080387125-3fdb71621a312974', '1552175243910-3fdcf32cec334eda', '1552607469564-3fe5690e22b694a9', '1553133741307-3fea1901fc74b1ed', '1553219204296-3fd5dbda410b3306', '1553280697091-3fc6aa4ef7cde634', '1553286342486-3fe83b49c030b147', '1553302845494-3fd1f85855df0aa2', '1553306110307-3fe8a5018a2ffbef', '1553309988256-3fc129738bb19438', '1553350360383-3feab7d367b3c80d', '1553387663531-3feafb4de4d860fa', '1553388916722-3fef054c7b29dbe2', '1553389609676-3fd453c25478957e', '1553395865553-3feeb9799c87d182', '1553396188088-3fe746405eb71ff2', '1553403078162-3fd7606c653038ba', '1553435953469-3fc3273e27f3dd3c', '1553486962589-3fe23a85c13e7d38', '1553694983111-3fe3764e09e31f0d', '1553748714080-3fb4bfc328f65df8', '1553789487320-3fd26232744a4f6c', '1553791670914-3fd8020333902918', '1553838087435-3fd52c643a1fb230', '1553875112299-3fde450c43f8334a', '1554305543945-3fc98164dd0e7878', '1554359203006-3fdb3bcdad3ed2a0', '1554392047403-3fd402404c51720a', '1554410125848-3fdcea18a00b451c', '1554501111281-3fec46dc3f900b55', '1554501287196-3fc235b27bd14924', '1554556263884-3fed063f20f68a18', '1554565947210-3fd535094609c30c', '1554696759484-3fea2c6fec9f2946', '1554697558796-3fe9b4dbbdd47a94', '1554698641942-3fea47d01766875e', '1554777359164-3fe70fa3bd0c36e0', '1554789277526-3f8e6d711b248dc0', '1554929938595-3fdd6a685a7a64ea', '1554954079078-3fec5a75f3345fb0', '1554963465109-3fda36a1a6d7017a', '1554963854053-3fea1de9d7b5dace', '1554964800059-3fd8ffe3c5ff0db8', '1554966931312-3fb91e10defcdd60', '1555018530371-3fec7a8bf481be00', '1555040531090-3fed7f078a21ad04', '1555182303566-3fc1428707dd5bd4', '1555269448639-3fe10925c91c9ed7', '1555284220054-3fea5a98eaa18a07', '1555351102613-3fb047e2b96ae5d0', '1555367930055-3febca020b104519', '1555372536521-3fc10fa32280c7b4', '1555382730066-3fc174cc5f7d8bac', '1555383321368-3fec8f8ee074b462', '1555647366902-3fefed1ff118ac2d', '1556109594811-3fed64efb1a2bd0b', '1556110683334-3fee2a31eef71a9d', '1556111660047-3fedd55eced72e98', '1556112072439-3fec89cd8ea80611', '1556112645996-3fbc0f527c5be410', '1556113538875-3fdfe945b1d43bc4', '1556115257317-3feb6763fed46750', '1556131537597-3fded31b093f8356', '1556204673349-3fb675a9fa484758', '1556211685326-3fe675e6e349644f', '1556427646424-3fe7b84e31b1f11f', '1556597832946-3fecd95697ddd8c5', '1556687118519-3fe0fcc2ab4d2f68', '1556739050886-3fc8e18714a534e4', '1556853283832-3fc400206c79b974', '1557099834430-psemrp4wdngwd6dl', '1557099880145-3fd8049ecab0c414', '1557299722170-3fbc38b64eaaf220', '1557465061106-3fc8fe2e620b472c', '1557551297864-3fe6611ec0339c9b', '1557632734639-3fd795bd59fb04d4', '1557711807303-3fe991f88c9510fe', '1557878031182-3fea739334263696', '1557902836824-3f8c2b093afc8a40', '1557902996324-3febf2524aea4341', '1557908012941-3fbb4db833017080', '1557970387505-3fc4b1901ebb0554', '1558052405507-3fccdd73c9422a2c', '1558075500415-3f638dc40f046700', '1558384157516-3fd1076da76b3dc4', '1558452080570-3fe596e2fb73afc1', '1558455506888-3fe27055ec9d2594', '1558788844653-3fee1e02117f898d', '1558878975399-3fcf12609670bbb0', '1558882166126-3fdc8f96ab2bb50e', '1559112286597-3fe1897fc9d21aa2', '1559266838654-3fe2ba780b0b68f8', '1559305640949-3fe980cf88fd3406', '1559926759545-3fd881e678e02dca', '1559927048671-3fc84222f5a953ec', '1560033576344-3fe6424a05f54a8f', '1560035825062-3fed54a28e1abcbf', '1560069514684-3fe3c6defe196bee', '1560106867575-3fed81cbe7dcefc4', '1560116064349-3fcdd73ad2961b40', '1560116839512-3fe5e39879272681', '1560126886338-3fe46a20f8d97c1d', '1560306982954-3fb4a07121dd1538', '1560308355612-3fe7deb09880d975', '1560310945260-3fea6e5cef3f9394', '1561108296134-3fe085931a68fa6a', '1561139842379-3fea028cf217cdfa', '1561175049234-3fe10e92556d4c91', '1561267000645-3fd1bee5b940c8d8', '1561331283080-3fdd2f85e33b3dda', '1561332428745-3fe480faacc97c04', '1561346293746-3fe90de71acb601a', '1561346363813-3fecae921ebe66c7', '1561480541426-3fda67445fdb3d00', '1561550226794-3fee793fa7552be5', '1561727003254-3fd663902829a892', '1561813428150-3fd0d2dd1fdcd64c', '1562030035588-3fdaac47ab9c2f10', '1562103354843-3fac4ad6635e5760', '1562206532506-3fd278a28e8e5ce8', '1562206546427-3fd9d98b2d6f8ef0', '1562243424072-3fd53bc48e241a20', '1562279355345-3feea9d838aad8e5', '1562366545161-3fe80f95615f9daf', '1562375931830-3fe017785e03acf4', '1562424747653-3fd266301f9a7a24', '1562442902906-3fe6b949629abecd', '1562472195256-3fdd633851a736e2', '1562542616427-3f7214cf5b6d3d80', '1562872501354-3fdb9100385fd4c8', '1562947012444-3fe182f4dd23a3a8', '1562980591445-3fe263694e77ec14', '1562987976849-3fd40936bd0a4ada', '1562989558076-3fc5a4d49f93b464', '1563036843287-3fe6969ddff0d5ca', '1563398889444-3fd8f1d53c3d95c0', '1563488425293-3fec5c487f046cdf', '1563776709297-3fdeb5d11b10150a', '1563982017498-3fde4686b907ced8', '1563991416052-3fee3ecb7da6a504', '1563991932213-3fe0c524d5841f20', '1564113632403-3fe0a68c7110398f', '1564283419753-3fb6205265235860', '1564336546933-3fe95f6fc2440305', '1564748317883-3fc4723fdf55991c', '1564974321146-3fd71f01f75ab58a', '1564978513392-3fde2dcd6040a316', '1565007914374-3fd4d4fca8da044a', '1565057059842-3fda3433ba96d25a', '1565059365002-3fc3baba481e969c', '1565061958070-3fc7c176579fa23c', '1565063930376-3fe2797683c0adad', '1565064220076-3fe3158633d5dcac', '1565064577608-3fd02a939b275902', '1565064920298-3fc63f294c07cc80', '1565065338519-3fdf83f9a7caf0a6', '1565066796296-3feaf4e5607865c1', '1565067517393-3fd2cef58506c69a', '1565151323850-3f7f8b144f9ed600', '1565323378731-3fba283729cb0fb8', '1565327888967-3fe12d71c8015600', '1565408723979-3fe6da1fd07f0b75', '1565414295595-3fe6dbaf38a7538c', '1565535297975-3fe0ebb9e014bac9', '1565649576896-3fea7e8fa94840f0', '1574042626083-3fe5472b90a2d070']",40.73150953017545,-73.98814341052625
82,"60 E 8th St, New York, NY 10003, USA","(0.39283483518720164, 0.5993220275578964, 0.4401029876576017)",5,"['1537985896994-3fd9da32000856c8', '1570636033240-3fe69bf70db0892c', '1570829271360-3feed22728b428d7', '1571356580582-3fb1bc122a8cacd8', '1574094113279-3fe32b709cb673a7']",40.730815459999995,-73.9934306
83,"53 E 8th St, New York, NY 10003, USA","(0.7686274509803922, 0.3058823529411766, 0.32156862745098036)",4,"['1538663085432-3fec56e76e530447', '1550721194114-3fe0c108b42b9d2e', '1550722675234-3fd1757dac354a2a', '1550723180508-3fdb61b175ea9538']",40.7311964,-73.99365975
84,"Kimball Block, 12 Waverly Pl, New York, NY 10003, USA","(0.5058823529411766, 0.44705882352941173, 0.7019607843137254)",8,"['1536606641960-3fe602f79f4b9320', '1537810990095-3fd02ee3249e071c', '1539108206985-3fe4deb6865205d7', '1543265027457-3fc6cd5b073fae28', '1544475050973-3fc435447ef39cf8', '1574792134359-3fcdb9e6a919212c', '1581707226591-3fceb2a07ff3666c', '1581710750389-3fedbf5912a6a2e8']",40.73005901249999,-73.994468375
85,"5 University Pl, New York, NY 10003, USA","(0.5764705882352941, 0.47058823529411764, 0.3764705882352941)",18,"['1540926996599-3fce3c76b3bedf10', '1540937669354-3fed21af62171f0c', '1540938650745-3fce69f97a2620f8', '1540938708643-3fe98b9854c77184', '1541131187965-3fe905f42a81f448', '1548703350535-3fe59d364f12789d', '1554745685742-3fda5b5f9321fdac', '1554746346463-3fe0f2c2a055196f', '1562639639582-3fd08f0d34b75406', '1571170626268-3fef8d10da36bbd4', '1571171279009-3fc496c41d56093c', '1572996048370-3fd71ed4ddf4d0c2', '1573930668940-3fe3fd9ad2486ebb', '1574109040111-3fd5ac45e37edf42', '1574112561921-3fa01605b47c6bc0', '1574112888744-3fe60e320063f5a1', '1574125728047-2cvyguyhcbnb5lkv', '1574302623988-3fe4158517559302']",40.730975272222224,-73.99503988888888
86,"Silver Center Block, New York, NY 10003, USA","(0.8204481372942407, 0.5795518627057592, 0.750313778869746)",11,"['1552593361208-3fcabacd192cee54', '1553796986896-3fc53f55738912bc', '1555090105508-3fcb71b82aaeb6ec', '1555593482282-3fca087bc6d2889c', '1556829215401-3fd0e8345bdb7f80', '1557429295887-3fe9d2cf689e3aca', '1557775050202-3fe988d9b50dbd94', '1570828316115-3fe643ef65217a9d', '1570830068027-3fe9a4c5874e472e', '1572394166115-3f9d338928733440', '1574093715835-3fe7cde62be21a53']",40.73027182727273,-73.9950170909091
87,"42 E 8th St, New York, NY 10003, USA","(0.5490196078431373, 0.5490196078431373, 0.5490196078431373)",31,"['1536608213251-3fd0d224a08ee738', '1536609418151-3fcc5225796b53a8', '1536609852860-3fe34ef99d90f155', '1536610547419-3f85ac713347e400', '1537388947280-3fd7be66c82dba40', '1537818983693-3fddb63946d11f66', '1539203667333-3fc0fcc93fa9fc18', '1540844120156-3fe437bea05703ae', '1540855593393-3fe2e404c9e923d8', '1541029454693-3fa5d985cacd53f0', '1541029951490-3fdc2ba819afa688', '1541031064482-3fe69c5ec4ff4d3f', '1543265788638-3fd25c8297b6ca4a', '1548705258100-3fba127193573f78', '1553709730129-3fece8b45fded4f8', '1554314719341-3fd478c5526dcde6', '1554315051599-3fe3fad0e46ac829', '1556564158840-3fd068a6e5318aee', '1568657368353-3fc860c3bc38528c', '1568830412837-3fa7649df7c6d080', '1569865927821-3feb84c7b5ae7e9f', '1569866892451-3fef7d0d11137b05', '1570030897242-3fc8bc5e9cb73838', '1571165744782-3feae36be8fa9cb9', '1571845231477-3fdc207de1649b08', '1571845917960-3fd295030b178d4c', '1572451452609-3fe52b65c293e815', '1572885328393-3fde8de67bf7c9ca', '1572894155478-3fe63f9dedee44d1', '1575303915019-3fdc74fb030e8202', '1575486816944-3fd3548ab8e6f484']",40.73120016451614,-73.99445283870966
88,"100 Washington Square E, New York, NY 10003, USA","(0.7082634156380374, 0.6733671367818617, 0.5466385451462763)",10,"['1537454555149-3fcba6afdbb3f548', '1538054951164-3fd1c86117dcc992', '1538490616808-3fd509fed12d0216', '1538661052350-3fe14d4f808e0260', '1538663237201-3fe9b2082071644d', '1539700619912-3fea5e108242cbd8', '1544108395183-3fe2142e55d63345', '1544540697552-3fe1c998dbe3ab2b', '1572114454416-3fce47d567be75a0', '1574457833017-3fbd4b6941bcef18']",40.73032807,-73.9957208
89,"32 Waverly Pl, New York, NY 10003, USA","(0.392156862745098, 0.7098039215686274, 0.803921568627451)",13,"['1541451953505-3febabe6392e7cfe', '1549304347270-3fe3d99ca4ca8777', '1550078556901-3fed519c56fd1959', '1552009999733-3fe391eeb788fe44', '1555955472025-3fc68089eab4f54c', '1569951193074-3fcfe7b0afd50658', '1570488404241-3fe8ac01a8edfa83', '1570556083858-3fe21264b9af38a9', '1570559859642-3fee9279f8c4991f', '1570562195257-3fe40c6754e1b490', '1580408067570-3fd7cdfed27a9c60', '1582067966812-3fed27b77b27dd5d', '1582586211891-3fcb998ee871b168']",40.73056029230769,-73.99559415384616
90,"34 E 8th St, New York, NY 10003, USA","(0.29803921568627456, 0.44705882352941156, 0.6901960784313725)",6,"['1541086825756-3fa541cfade2df00', '1541100547285-3fdc03bbc4659e2a', '1541100668059-3fe3f0480a6d1357', '1542057400191-3f92dff0f7695b80', '1542232213678-3fddfe98aabdd1c2', '1560256013269-3fd32313faa1977c']",40.73145851666666,-73.99452733333335
91,"University Pl & E 8 St, New York, NY 10003, United States","(0.8401918139778326, 0.5250752549016915, 0.34804348013981445)",8,"['1553382259774-3fde4e5f873b54f8', '1553385665457-3fc4da6044a638f4', '1563829125902-3fe78b5ca8952e15', '1564873781909-3f541718dbe9e600', '1564873842755-3fe265708ff1f1da', '1564894013214-3fdcf57a562cd2d8', '1570476811672-3fea5dd3b0378c05', '1570478450780-3fea0ff3eb7a0861']",40.731499075,-73.994808625
